|ID|translation
5084|ID_19754771958133|"{'dyu': 'wari ni a camanba bɛ n la ye ka ye', 'fr': ""L'argent, en grande partie, n'a jamais été retrouvé.""}"
5085|ID_18268624958683|"{'dyu': ""Ora i n'a fɔ alu ni anw n'a lafia caman"", 'fr': 'Nous serons alors, vous et moi, pleinement satisfaits.'}"
5086|ID_18672986959628|{'dyu': 'Kongon bara kojougou', 'fr': 'Il a super faim.'}
5087|ID_17931322960188|{'dyu': 'I bâ ladjê la gnè', 'fr': 'J’ai vérifié, c’est bien ce qu’elle a dit.'}
5088|ID_18751778960736|{'dyu': 'Christophe ka sira', 'fr': 'Rue du Petit-Saint-Christophe, Perpignan'}
5089|ID_18049083961301|{'dyu': 'An yafa la o ma', 'fr': 'Tu le vois, nous leur pardonnons.'}
5090|ID_18523134961928|{'dyu': 'Gouillons ka sira, Léthuin', 'fr': 'Route de Gouillons, Léthuin'}
5091|ID_18578826962474|"{'dyu': 'bɔbara bugɔ dagalen do .', 'fr': ""La fessée c'est interdit.""}"
5092|ID_18693572096302|{'dyu': 'a ma kan ka mɛn.', 'fr': 'Il ne faudra pas que ça dure trop longtemps.'}
5093|ID_18514268096358|"{'dyu': ""Gavora ko ka taga numucɛ yala kana n'a ye a sɔkɔra ka n'a n'a ye"", 'fr': ""Cavrois lui dit d'aller quérir le forgeron, qu'il ramena.""}"
5094|ID_19491256964124|{'dyu': 'o bɛ tun ka kɛnɛ tiɲɛna', 'fr': 'Tous se portaient merveilleusement bien, en effet.'}
5095|ID_19812827964744|"{'dyu': 'Arthur bana salo', 'fr': ""Arnulphy meurt l'année suivante.""}"
5096|ID_17927846965285|{'dyu': 'Mugan ni kɔnɔntɔn sira Lunarɛt bisaba ni naani fu fu fu Mɔnteliye la.', 'fr': 'vingt-neuf rue Lunaret, trente-quatre, zéro zéro zéro à Montpellier'}
5097|ID_17746948965836|{'dyu': 'Buran ka sira Sebazak Cɔnkurɛs.', 'fr': 'Rue de Bourran, Sébazac-Concourès'}
5098|ID_17409559966387|{'dyu': 'Ɲamɔgɔmuso a ye na jona.', 'fr': 'Madame la directrice, venez vite.'}
5099|ID_18186456966933|{'dyu': 'Nga a yɛrɛyɛrɛla.', 'fr': 'Mais il tressaillit.'}
5100|ID_19461021967793|"{'dyu': ""Rɛns ka kalankɛyɔrɔ dɔ y'a tɔgɔ ta ani dugun ka sira dɔ."", 'fr': ""Un lycée de Reims porte son nom, ainsi qu'une rue de la ville.""}"
5101|ID_17814249968351|"{'dyu': ""N'a le lo a kaɲ ka kɛ kɔnɔnnajugu"", 'fr': ""Il doit vous être alors aussi odieux qu'à moi.""}"
5102|ID_18901978096923|"{'dyu': ""A tun bi sɔkɔ ka wili ka dɔɔnikɛ, k'a yɛrɛ fifa"", 'fr': ""Il se relevait, piétinait, s'éventait.""}"
5103|ID_18397589969863|{'dyu': 'Sira Saba filamand', 'fr': 'trois rue Flamande'}
5104|ID_17817601970414|"{'dyu': ""A y'a lajɛ ani ka lalaga"", 'fr': 'Il examine et range.'}"
5105|ID_18352263970955|"{'dyu': ""I ka lɔnniya ka d'a fa ye kɔsɔbɛ."", 'fr': 'Son père prise ton savoir.'}"
5106|ID_19097780971506|"{'dyu': 'Tumanina o bɔra jira Myriɛli saara', 'fr': ""Quand ils sortent de l'eau, Muriel est morte.""}"
5107|ID_17452658097205|"{'dyu': 'Lon bɛ sɔgɔma ale le tun bi se bɛ kɔfɛ kalan sora', 'fr': ""tous les matins elle était la dernière à arriver à l'école.""}"
5108|ID_19461041972638|"{'dyu': ""A bangibagaw y'a bila ka tag'a bamuso fɛ cɔt d'azyr la"", 'fr': ""Ses parents l'envoient chez sa grand-mère maternelle dans les Côtes-d'Armor.""}"
5109|ID_19798333973241|{'dyu': 'A tun lɔni be yi a kabako ni', 'fr': 'Il demeurait là, béant.'}
5110|ID_18594376973907|"{'dyu': ""Omɛr m'a sɔrɔ ka kɛ siranbagatɔye"", 'fr': 'Omer ne voulut pas être lâche.'}"
5111|ID_17369535974545|{'dyu': 'I ka yɔrɔ cɛkaɲi', 'fr': 'Il fait beau.'}
5112|ID_18464132975103|{'dyu': 'O ka ca kɔsɔbɛ', 'fr': 'Elles sont trop nombreuses.'}
5113|ID_17360109975652|{'dyu': 'N bi saan fɔlɔ lo ra', 'fr': 'Je suis en première année.'}
5114|ID_18473369976198|{'dyu': 'yɔrɔjumale', 'fr': 'C’est où ça?'}
5115|ID_17352203976741|{'dyu': 'Aw kanu le do', 'fr': 'vous êtes aimé.'}
5116|ID_17427647977275|{'dyu': 'nunu kɔrɔ nunu', 'fr': 'Ces grands-ci.'}
5117|ID_19599691977833|"{'dyu': ""a bi balora bibi ni n'a aris marala"", 'fr': ""Il vit actuellement dans la ville d'Århus.""}"
5118|ID_18644153978405|{'dyu': 'A tun ka di kosɔbɛ', 'fr': 'C’était très bon.'}
5119|ID_19575521979297|{'dyu': 'Charifa ka dogô mousso bi fouroula sini kè nè', 'fr': 'La sœur de Seisser se marie avec le chevalier von Braun.'}
5120|ID_17361719098001|{'dyu': 'Kow maɲi', 'fr': 'ça ne va pas.'}
5121|ID_17976772098058|{'dyu': 'A ba ɲinina ka famu ko miw lo', 'fr': 'Il essaye de savoir ce que c’est.'}
5122|ID_19805475981135|{'dyu': 'O ka cɛ denni fila nunuw na zozɛfu le ye fɔlɔ ye', 'fr': 'Josef est le premier de leurs deux fils.'}
5123|ID_19798073981677|{'dyu': 'Oh nga bi yèlè la', 'fr': 'Oh! mais, je ris.'}
5124|ID_18418849982215|{'dyu': 'Olou koni nana', 'fr': 'Eux, ils liraient.'}
5125|ID_19511064982752|{'dyu': 'N ga a madimina a mɛɛna', 'fr': 'Il est cependant longtemps blessé.'}
5126|ID_18548147983303|"{'dyu': ""a bi n'a gɛlɛya an kan daje Nin ko ni kan"", 'fr': 'Ça va être difficile de passer la chose sous silence.'}"
5127|ID_17324435983846|{'dyu': 'olie jaa sigi ni lo', 'fr': 'Monsieur Ollier est rassuré'}
5128|ID_17353526984445|{'dyu': 'o ka woso ka bon kojugu', 'fr': 'leurs patates sont sacrément grosses.'}
5129|ID_18481133985017|{'dyu': 'Mɔgɔw be yi wa', 'fr': 'Les gens sont là-bas.'}
5130|ID_18443299985649|{'dyu': 'I bi na I dɔgɔ muso kanu', 'fr': 'Tu aimeras ta sœur.'}
5131|ID_18548115098619|"{'dyu': ""N t'la ra n ka sɛbɛli la, n n'a d'i ma wa ?"", 'fr': ""J'ai fini mon bouquin, je te le passe?""}"
5132|ID_18046021098672|{'dyu': 'kuma dira filip uyon le ma', 'fr': 'La parole est à Monsieur Philippe Houillon.'}
5133|ID_19962845987248|{'dyu': 'A dɛsɛra ka baara dabila.', 'fr': 'Il est alors contraint de démissionner.'}
5134|ID_17843122098778|"{'dyu': ""Katoka segideni min a y'a minɛ k'a di Adɛl ma."", 'fr': 'Remettant le petit panier qu’il tient à Adèle.'}"
5135|ID_19915389988317|"{'dyu': ""A y'a muso kunbɛn yen fana, Keli Kayil ."", 'fr': 'Il y rencontre notamment sa femme, Kellie Kyle...'}"
5136|ID_19452536989099|"{'dyu': ""A bi si an'a bi baraka kɛ Pari ani Ni Yɔrk ra."", 'fr': 'Elle vit et travaille à Paris et à New York.'}"
5137|ID_18464624989747|{'dyu': 'A diara o ye.', 'fr': 'Ils ont aimé.'}
5138|ID_17455815990298|"{'dyu': ""O bina a minɛ ni sorasiw y'a lɔn ko ale lo."", 'fr': 'Il sera attrapé si les policiers le reconnaisse.'}"
5139|ID_19799414990849|{'dyu': 'Nin bara nin ya warawara dɔni n ga a sigɛn tun ka bon.', 'fr': 'Ce travail le réchauffa un peu, mais sa fatigue était extrême.'}
5140|ID_18814640991492|"{'dyu': ""a sɔrɔ ma din ni yɔrɔ ni n'a"", 'fr': 'Pas facile de trouver ça dans le coin.'}"
5141|ID_18323746099205|{'dyu': 'Tere ka sira Rɔsfɔr Samsɔn na.', 'fr': 'Chemin des Terrets à Rochefort-Samson'}
5142|ID_18833919099259|"{'dyu': ""Nin hakili diman ye a b'a ka kalansora sɛbɛ laban filɛra ni nisɔndiaye"", 'fr': 'Les yeux lourds, il contemple avec plaisir son dernier cahier d’écolier.'}"
5143|ID_19805768993128|"{'dyu': ""n tun y'a kɔrɔsi ka ye k'o jaama fana tun son ni bɛ n ka kuma ma"", 'fr': ""J'avais constaté que le public partageait mon opinion.""}"
5144|ID_18247637099367|"{'dyu': 'n tun ye n yɛrɛminɛ ka sɔkɔ nin kuma ni kan', 'fr': ""Je m'étais bien gardé de revenir sur cet entretien.""}"
5145|ID_19044627994203|"{'dyu': ""ali armonik n'a o man ca yi"", 'fr': 'Même en Armorique, ils sont rares.'}"
5146|ID_17920404099481|{'dyu': 'anɛt tun bi to a kelen tumani dɔra', 'fr': 'Annette restait seule souvent.'}
5147|ID_18000089995345|"{'dyu': ""O kɔni ɲamɔgɔcɛw b'a fɛ yanyɔrɔla yɛrɛ."", 'fr': 'Eh oui ! elle a des amants ici même.'}"
5148|ID_19825764995884|"{'dyu': 'kuna foli foyi ma di jɛnkulu kɔnɔ hali tɔgɔ', 'fr': ""Aucune information n'est révélé sur le groupe, pas même le nom.""}"
5149|ID_18896158996447|{'dyu': 'n ne bi mule ɲinina aw fɛ Nin bɛ kɔ', 'fr': 'Qu’est-ce que je vous demande après tout ?'}
5150|ID_18848729997086|"{'dyu': ""n ga n jaa sigini tɛ a bi n'a kɛ cogoyasi min na ka ɲɔgɔn ye labɛ ni somɔgɔ ye"", 'fr': 'En revanche, je m’inquiète de savoir comment sera organisée la concertation avec la famille.'}"
5151|ID_18247642997665|{'dyu': 'Da tugu ka ɲɛ, janko o kana fɔ ko bi boli.', 'fr': 'Ferme bien la porte de crainte qu’il n’essayent de fuir.'}
5152|ID_18337111998213|{'dyu': 'o bi mɔgɔboɲɛ nunu barakɛ yɔrɔ nunu na', 'fr': 'Ils sont polis dans ces administrations !'}
5153|ID_18665940998864|{'dyu': 'a ba tun ba kɔnɔna a jatigɛ ni yelen kɔnɔ', 'fr': 'Sa mère l’attendait, anxieuse, à côté d’une bougie.'}
5154|ID_18225718999439|{'dyu': 'Daozon ka sira', 'fr': 'Route de Doazon à Serres-Sainte-Marie'}
5155|ID_17357923999975|{'dyu': 'A bi kalan kɛra.', 'fr': 'il lit.'}
5156|ID_17652821000504|{'dyu': 'Frégate ka témè sira', 'fr': 'Allée des Frégates au numéro cinq'}
5157|ID_19582648100104|{'dyu': 'Tèmè baga bè ti a yé', 'fr': 'Les passants partent également en courant.'}
5158|ID_17985895001577|{'dyu': 'kasodenw ba fɛɛ ali bɛla wa ? Fɔɲi teyi tuguni.', 'fr': 'Avez-vous des prisonniers ? Aucun encore.'}
5159|ID_19865064002104|{'dyu': 'a bɛ lɔnla dɔɔni wa ?', 'fr': 'Me reconnaissez-vous un peu?'}
5160|ID_17748339002727|{'dyu': 'kraiɲɔn lo dɔ wa ?', 'fr': 'Est-ce que c’est un crayon ?'}
5161|ID_18147860100326|{'dyu': 'o ba fɔ.', 'fr': 'On le dit.'}
5162|ID_18800891003783|{'dyu': 'Danvay ka sira', 'fr': 'Route de Davayé, Charnay-lès-Mâcon'}
5163|ID_18868643004314|{'dyu': 'Ma seka yé ka fô onhon', 'fr': 'Je n’ai jamais su dire non aux belles femmes.'}
5164|ID_19291394004922|{'dyu': 'Oya mandimi ani ka minè', 'fr': 'Ce dernier fut blessé et capturé.'}
5165|ID_19812966005466|"{'dyu': 'Ayé brifabi di o ma ani wari fana', 'fr': ""Elle leur donne également des couvertures et de l'argent.""}"
5166|ID_17872470006005|{'dyu': 'A bi seka kè songon dima yé wa?', 'fr': 'Il peut être meilleur marché ?'}
5167|ID_17378611100654|"{'dyu': 'A bi Sega ne dèmè wa?', 'fr': ""Pouvez-vous m'aider ?""}"
5168|ID_17358626007066|{'dyu': 'Mougan', 'fr': 'vingt.'}
5169|ID_18091581007593|{'dyu': 'Minan laban ka ta brouillon nan', 'fr': 'Je finirai par aller au bouillon…'}
5170|ID_17379814008205|{'dyu': 'Sèbè', 'fr': 'Le livre.'}
5171|ID_18839390008837|{'dyu': 'A kèrè deli nan ko yé', 'fr': 'On a pris l’habitude de dire des âmes, entre nous.'}
5172|ID_18755126.10094|{'dyu': 'Tchè mougan walima bissa tounbé kèlè kèra yan', 'fr': 'Vingt ou trente messieurs se disputaient là.'}
5173|ID_19358455009963|{'dyu': 'Oyo bâ ni fawou faga san dala ni', 'fr': 'Leurs parents ont été tués plusieurs années plus tôt.'}
5174|ID_18893280010509|{'dyu': 'I tounteyi sissan ni ka dôtôrotchè yé wa?', 'fr': 'Tu n’étais pas tout à l’heure avec ton médecin ?'}
5175|ID_17806345011076|{'dyu': 'As bé Mr garadou lon wa', 'fr': 'Vous connaissez donc beaucoup Monsieur Garadoux ?'}
5176|ID_19788963011655|"{'dyu': 'Orozaɛn bi kɛlɛla a ka cɛ ka ɲamɔgɔyara', 'fr': ""Rosalinde se plaint de l'infidélité de son mari.""}"
5177|ID_18044012101222|{'dyu': 'O ti kɛ ka ye ne yɛrɛ sɔn na o ma', 'fr': 'Jamais, je le confirme.'}
5178|ID_18176509012764|{'dyu': 'Nin ni toyi an bɛ ka miriyatala', 'fr': 'Je laisse cela à la réflexion de chacun d’entre nous.'}
5179|ID_18624878013312|"{'dyu': ""n y'a ɲafɔ n ka barakɛ ɲɔgɔnw bɛ ye"", 'fr': 'J’en ai parlé à tous mes collègues.'}"
5180|ID_17992431013937|{'dyu': 'A bi bɔ ardɛn', 'fr': 'Il vient des Ardennes.'}
5181|ID_19472952014545|{'dyu': 'Sebasiyɛn Miyɛngo tɛmɛtɔla Franse .', 'fr': 'Sébastien Muyengo, de passage en France.'}
5182|ID_18083267015096|{'dyu': 'Favantine ka sira, Valans .', 'fr': 'Rue Faventines, Valence'}
5183|ID_17804725015623|{'dyu': 'Anayis , Mopɛrtis ka muso.', 'fr': 'Anaïs , femme de Beauperthuis.'}
5184|ID_18241708016152|{'dyu': 'Sria do goli', 'fr': 'Rue Edward Warin à Champniers'}
5185|ID_18075998016681|{'dyu': 'Jii Nin jaanino', 'fr': 'L’eau est dure.'}
5186|ID_18886382017208|"{'dyu': ""Nga a y'a filɛ ni nin ti nalomayaye ni a bi famuya tiɲɛ na"", 'fr': 'Or, voyez si ce n’est pas bête, Si cela se comprend vraiment.'}"
5187|ID_19867983017752|"{'dyu': ""A dencɛ Erekratɛz gann'a kɔ"", 'fr': 'Son fils Eurycratès lui succède.'}"
5188|ID_18937919018293|{'dyu': 'Yorô la mini ni bi Sega ta flè', 'fr': 'Le phare est visitable.'}
5189|ID_17877977018941|{'dyu': 'Aya yèrè minè à kèli la', 'fr': 'Il se garda bien de le faire.'}
5190|ID_18814388019588|{'dyu': 'Ni touma ni nan,julienne bi dona', 'fr': 'A ce moment, Julienne entrait.'}
5191|ID_18595690020129|{'dyu': 'Nin yi sabana ta a bi na se ka doussou souma wa!?', 'fr': 'Si je prends la troisième, sera-t-elle à la hauteur de mes espoirs?'}
5192|ID_18481367102067|{'dyu': 'O faranan sissan', 'fr': 'Ils sont séparés maintenant.'}
5193|ID_18720388021202|{'dyu': 'A bi na dia ngné ka ta Russie low dô ra', 'fr': 'J’aimerais aller en Espagne un jour.'}
5194|ID_17511322021738|{'dyu': 'Aw bena mun le kɛ.', 'fr': 'Qu’est-ce que vous allez faire ?'}
5195|ID_17379704022272|"{'dyu': 'taa waati sera', 'fr': ""il est temps d'y aller.""}"
5196|ID_18884699022792|{'dyu': 'A bi somi na kodo ma', 'fr': 'Il se doute de quelque chose.'}
5197|ID_18863875023314|{'dyu': 'Dougou kolo kagni ni sènè yé', 'fr': 'Le sol ne valait rien pour la culture.'}
5198|ID_19949064023881|{'dyu': 'zavie ovɛrisɔn fana ye dɔkililabaga dɔ fana ye', 'fr': 'Xavier Oberson est aussi musicien.'}
5199|ID_18486414024504|{'dyu': 'faviɛr ka sira modan', 'fr': 'Rue de Chavières, Modane'}
5200|ID_18075977025152|{'dyu': 'jowar ka sira bidan kɔnɔnala', 'fr': 'Rue de Souhara à Bidart'}
5201|ID_18906155025732|{'dyu': 'Ne bɛ bɔ Ameriki .', 'fr': 'Je viens d’Amérique.'}
5202|ID_18482837026285|{'dyu': 'Bissaba ni konnonton', 'fr': 'Trente-neuf.'}
5203|ID_17930054026816|{'dyu': 'A bi seli là mba flê la na yandé bi yèrè yèrè la', 'fr': 'Marcelin le regardait avec des yeux tremblants.'}
5204|ID_17795441027362|{'dyu': 'A bi min do?', 'fr': 'Il est où ?'}
5205|ID_18427527027892|{'dyu': 'A bâ kalan la yannama', 'fr': 'Il lit.'}
5206|ID_18106494102842|"{'dyu': 'A bah lon wa?um teri lo', 'fr': ""Vous le connaissez ? C'est mon ami.""}"
5207|ID_17362021029172|{'dyu': 'A nana kan nfatchè lo koumbê', 'fr': 'Il est venu pour rencontrer mon père.'}
5208|ID_18414082029723|{'dyu': 'Ah korotchè lo', 'fr': 'Notre frère.'}
5209|ID_18032224030257|{'dyu': 'I fourou ni lo wa?', 'fr': 'Tu es marié ?'}
5210|ID_19798214030877|{'dyu': 'Wari djomi lo tora i de?', 'fr': 'Combien te reste-t-il d’argent?'}
5211|ID_18270682031415|{'dyu': 'Kɛnɛma kan dɔ.', 'fr': 'UNE VOIX DU DEHORS.'}
5212|ID_18660999103195|{'dyu': 'M bi ni bougô koulokè touma na', 'fr': 'Je te défonce à la récré.'}
5213|ID_17897192032486|{'dyu': 'Tèmè sira', 'fr': 'Chemin de Commarque à Brax'}
5214|ID_18537982033027|"{'dyu': 'Mɔgɔw bi ben ben na.', 'fr': ""Des gens s'affaissaient.""}"
5215|ID_17357647103356|"{'dyu': 'Hakiliɲagami tan ni duuru.', 'fr': ""Une quinzaine d'huluberlus.""}"
5216|ID_17754492034088|{'dyu': 'Albɛr Raspiye ka sira Esɛr.', 'fr': 'Rue Albert Raspiller, Essert'}
5217|ID_17918489034691|{'dyu': 'Ayina ka tɛmɛsira Bulɔk.', 'fr': 'Chemin des Aynats, Bouloc'}
5218|ID_18517132035218|{'dyu': 'Nne ka sɛbɛri kɛ fɛn le.', 'fr': 'C’est mon crayon.'}
5219|ID_18477147035752|{'dyu': 'Ekɔli fɔlɔ ka bon.', 'fr': 'Salles de l’ancienne école.'}
5220|ID_17711398036367|{'dyu': 'Kuseta ka tɛmɛyɔrɔ den naani.', 'fr': 'quatre chemin du Couchetat'}
5221|ID_18463433103691|{'dyu': 'A tun bi bolila wo ba fanfɛ.', 'fr': 'Ils couraient au gouffre.'}
5222|ID_18093635037445|{'dyu': 'Juan Lozano ka sira Koɲak.', 'fr': 'Rue Juan Lozano, Cognac'}
5223|ID_17334081037974|{'dyu': 'Biwolonfila ni keleen', 'fr': 'soixante et onze.'}
5224|ID_17452660038496|"{'dyu': ""o y'a bugɔ"", 'fr': 'Il a été frappé.'}"
5225|ID_17881351039536|{'dyu': 'Bara da la tcja en fè', 'fr': 'J’ai trop de travail.'}
5226|ID_17421664040168|"{'dyu': ""N la ni lo a ta k'a diara ye"", 'fr': ""je suis sûr qu'elle aima.""}"
5227|ID_19795559104072|{'dyu': 'A bi se ka kɛ a bi kunu.', 'fr': 'Elle va peut-être se réveiller.'}
5228|ID_18625926041262|{'dyu': 'Napoleyɔn ka sorasi korow.', 'fr': 'Ces vieux soldats de Napoléon!'}
5229|ID_18848715041808|"{'dyu': ""Nin y'an sɔrɔ a fɔlɔnan le ye."", 'fr': 'C’est la première fois que ça nous arrive...'}"
5230|ID_18049517042452|{'dyu': 'Chaigne ka sira Sainte-Marie-de-Ré', 'fr': 'Route des Chaignes, Sainte-Marie-de-Ré'}
5231|ID_17834555042998|{'dyu': 'Wakati juma le kankan walima Aka se garila', 'fr': 'Combien de temps faut-il pour aller à la gare ?'}
5232|ID_17620237043532|{'dyu': 'Musow bi sanwolo wolonfilanan la.', 'fr': 'Les femmes sont au septième ciel.'}
5233|ID_19256829044085|{'dyu': 'A ɲan dini lo Miami ka duguba ma.', 'fr': 'Elle fait face à la ville de Miami.'}
5234|ID_17340101044703|{'dyu': 'Librɛri nin be min?', 'fr': 'Où est la librairie ?'}
5235|ID_17352334045237|{'dyu': 'Aw bi basikɛt zuwera wa?', 'fr': 'Vous jouez au Basket ?'}
5236|ID_17916497104578|{'dyu': 'Bri ka Rue tan ni naani.', 'fr': 'quatorze rue de Bry'}
5237|ID_18221356046338|{'dyu': 'Pavade ka sira, rɔs blans kɔnɔna na.', 'fr': 'Rue de la Pavade à La Roche-Blanche'}
5238|ID_20040412104691|{'dyu': 'Kɛlɛba daminɛ na.', 'fr': 'La bataille commence'}
5239|ID_17836338104747|{'dyu': 'ala ka san hɛrɛ di an bɛɛma', 'fr': 'Heureuse année à tous.'}
5240|ID_17356142048107|"{'dyu': 'A bi a kɛto wo, n bi fɛka hotɛl Iltɔn ka nimero sɔrɔ.', 'fr': ""Je voudrais avoir le numéro de l'hôtel Hilton, s'il vous plait.""}"
5241|ID_18120663048672|"{'dyu': 'Hɛrn ka sira wɔrɔnan na.', 'fr': ""Rue d'Herne au numéro six""}"
5242|ID_17664851.10496|{'dyu': 'jɛrmɛn ye kɔnɔna pɔrti ni yɛlɛ', 'fr': 'Germain ouvre la porte du fond.'}
5243|ID_18816110050153|{'dyu': 'I ye mulo ta a ka wolo lon kama', 'fr': 'Tu lui as pris quoi pour son anniv?'}
5244|ID_18091349050684|{'dyu': 'lorans saval ka sira pari kɔnɔna na', 'fr': 'Rue Laurence Savart à Paris'}
5245|ID_17334721051223|{'dyu': 'Yiri lu den saba.', 'fr': 'trois maisons en bois.'}
5246|ID_19158565105175|"{'dyu': ""Wakati t'an fɛ tuman bɛɛ ka miri."", 'fr': ""On n'a pas toujours le temps de penser.""}"
5247|ID_18894522052277|"{'dyu': ""Ji vɛr den den fila a y'a kɛto."", 'fr': 'Deux verres d’eau s’il vous plait.'}"
5248|ID_17452696052814|"{'dyu': 'rusi kasa', 'fr': ""L'odeur de roussi""}"
5249|ID_18057857053348|"{'dyu': ""tu ma juma lo a bi n'a taga delinikɛ"", 'fr': 'Quand est-ce que vous irez à Delhi ?'}"
5250|ID_18250813053984|{'dyu': 'ten lo', 'fr': 'C’est comme ça.'}
5251|ID_17333668054616|"{'dyu': ""a kanalara k'a ka cogi"", 'fr': 'Ne croyez pas que vous êtes intelligent.'}"
5252|ID_17353313055155|"{'dyu': 'Aw ba lon a ba fɛ ka min fɔwa', 'fr': ""Vous savez ce qu'il veut dire ?""}"
5253|ID_19864405055694|"{'dyu': ""a ka d'aw ye ubiɛ a ma d'aw ye"", 'fr': 'Ça vous plaît ou ça ne vous plaît pas.'}"
5254|ID_17364826105623|"{'dyu': 'n bi se la munle kɛ Aw ye', 'fr': ""Qu'est-ce que je peux faire pour vous ?""}"
5255|ID_18066882056752|{'dyu': 'Veveille ka sira', 'fr': 'Rue des Véveilles à Cluis'}
5256|ID_18270719057286|{'dyu': 'Andoin ka sira', 'fr': 'Rue des Prés de Julie, Andoins'}
5257|ID_18362515105781|{'dyu': 'Boeres ka tèmè sira', 'fr': 'Chemin Dès Boeres, Gap'}
5258|ID_18006852105835|{'dyu': 'Gêlê ya baana,Pauline ko té', 'fr': 'Sauvée ! murmura Pauline.'}
5259|ID_17809963059256|{'dyu': 'Kèlè djougou ka lacaleli', 'fr': 'Voici le récit de l’attentat.'}
5260|ID_18071008059995|{'dyu': 'Poigny ka sira deni', 'fr': 'Sente de Poigny, Gazeran'}
5261|ID_17751523060543|{'dyu': 'Yèlè mani foyi Ti kè a la', 'fr': 'L’amendement est défendu.'}
5262|ID_17935315061118|{'dyu': 'FO ala fè,bôbo ka kanou', 'fr': 'Adieu, amour de sourd !…'}
5263|ID_18328015106208|{'dyu': 'Moutier ka sira', 'fr': 'Route du Moutier à Ahun'}
5264|ID_19955396106289|{'dyu': 'Fila bourou gnimi la le toun', 'fr': 'Il était herbivore.'}
5265|ID_17749170106363|{'dyu': 'Mina ta gimga na sini', 'fr': 'J’irai à Guingamp demain.'}
5266|ID_18122029064405|{'dyu': 'Sigi na wèrè', 'fr': 'D’autres chaises.'}
5267|ID_18901738065142|{'dyu': 'I lalni lo a râ ka bina dia an yé wa?', 'fr': 'Tu es sûr qu’on aimerait.'}
5268|ID_19190789065853|{'dyu': 'Rugbi bi tounou na', 'fr': 'Le rugby disparaît.'}
5269|ID_18076181106646|"{'dyu': 'Abbé devo ka sira', 'fr': ""douze rue de l'Abbé Devaux""}"
5270|ID_17415762067278|{'dyu': 'O bi mounou bougô ka tèmè', 'fr': 'Les gens les plus frappés.'}
5271|ID_17930680068006|{'dyu': 'Boni don da lo', 'fr': 'C’est la porte de la maison.'}
5272|ID_18292452.10687|{'dyu': 'Toulouse sira lo', 'fr': 'Rue Jean Gayral, Toulouse'}
5273|ID_18001970106995|{'dyu': 'Ne le yi wqlkor ka fama debi yé', 'fr': 'Je suis le marquis de Valcor.'}
5274|ID_18652489107067|{'dyu': 'Dolfiss ka sira', 'fr': 'Rue Dollfus, Mulhouse'}
5275|ID_18976426071234|{'dyu': 'Ka laban yamôgô yé', 'fr': 'En résumé, pour le Pr.'}
5276|ID_18522576071959|{'dyu': 'A kakan ka soumagnan', 'fr': 'On doit lui reprocher cela.'}
5277|ID_17926202072824|{'dyu': 'Bèze ka têmê sira', 'fr': 'Chemin de Bèze à Chazeuil'}
5278|ID_18084200073544|{'dyu': 'Ni yé flakè ni bâ ga le yé', 'fr': 'J’ai vu le docteur Keraotred.'}
5279|ID_17679141074092|{'dyu': 'Ko filan nan', 'fr': 'Le deuxième acte à Clermont.'}
5280|ID_17343824074822|"{'dyu': 'Ayi akè tô ayi moulo fo', 'fr': ""Excusez-moi, qu'avez-vous dit ?""}"
5281|ID_17365066107542|"{'dyu': 'Djon tigi lo', 'fr': ""C'est qui ?""}"
5282|ID_18029022107598|{'dyu': 'Outarville ka sira', 'fr': 'Rue de Poily, Outarville'}
5283|ID_18063888076524|{'dyu': 'O bâ ni kô bina barô la low', 'fr': 'Après cela, je mettrai un terme à la discussion.'}
5284|ID_18037129077075|{'dyu': 'O yèna aya ka papier diyan', 'fr': 'C’est bien, donnez-moi vos certificats…'}
5285|ID_18476932107762|{'dyu': 'Ayi an fa yinanka', 'fr': 'Demandez au Père Ronsin.'}
5286|ID_17445717078157|{'dyu': 'Alah ka tando', 'fr': 'Que Dieu soit loué !'}
5287|ID_17408828078682|{'dyu': 'Aw ya tôni dian', 'fr': 'Donnez-moi les autres.'}
5288|ID_19777225079357|"{'dyu': 'Kan a chocôra aka douhoura a doña polici ya râ', 'fr': ""De retour en Irlande, il s'engage dans la police.""}"
5289|ID_17849904079893|{'dyu': 'Charly Chaplin ka sira', 'fr': 'Rue Charlie Chaplin à Dijon'}
5290|ID_17788896108052|{'dyu': 'Faɲɛns ka tɛmɛsira Montoban kɔnɔna na.', 'fr': 'Chemin de Fayence à Montauban'}
5291|ID_19624872081073|{'dyu': 'A kili gnouma', 'fr': 'Endémique à Lanzarote.'}
5292|ID_18053855108161|{'dyu': 'Mɔgɔw bi tamul fɔ', 'fr': 'Les gens parlent tamoul.'}
5293|ID_19791203082153|"{'dyu': ""A bɛɛ y'a mɛ kɛ, ayiwa."", 'fr': 'À bon entendeur, salut'}"
5294|ID_19792127.10827|"{'dyu': ""A bi mirila ka na n'a ye."", 'fr': 'Elle songea à la faire venir.'}"
5295|ID_17418554083255|{'dyu': 'N ɲa ti kɔnɔni na..', 'fr': 'La prochaine fois.'}
5296|ID_18036669083813|{'dyu': 'N ti nin fɛ.', 'fr': 'Des transports éclatent.'}
5297|ID_17992489108442|{'dyu': 'Ani sinwaru ka sira kan.', 'fr': 'Et par des chinois de chemins.'}
